gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
857364517,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus monogyna,brevispina,SUBSPECIES,Crataegus monogyna subsp. brevispina (Kunze) Franco,Crataegus monogyna subsp. brevispina (Kunze) Franco,(Kunze) Franco,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,8148659,9220780,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-077220-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.838Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364516,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,Koeleria vallesiana,,SPECIES,Koeleria vallesiana Asch. & Graebn.,Koeleria vallesiana Asch. & Graebn.,Asch. & Graebn.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,7813762,7813762,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-012007-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.668Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364515,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca hystrix,,SPECIES,Festuca hystrix Boiss.,Festuca hystrix Boiss.,Boiss.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,4122688,4122688,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-011771-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.022Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364514,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ptilostemon,Ptilostemon hispanicus,,SPECIES,Ptilostemon hispanicus (Lam.) Greuter,Ptilostemon hispanicus (Lam.) Greuter,(Lam.) Greuter,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,3096840,3096840,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-011069-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.987Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364513,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Santolina,Santolina rosmarinifolia,,SPECIES,Santolina rosmarinifolia L.,Santolina rosmarinifolia L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,3125944,3125944,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-010656-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.259Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364512,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium campestre,,SPECIES,Eryngium campestre L.,Eryngium campestre L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,3034426,3034426,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-008914-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.919Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364511,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erinacea,Erinacea anthyllis,,SPECIES,Erinacea anthyllis Link,Erinacea anthyllis Link,Link,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,2977757,2977757,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-008286-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:21.049Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364510,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,Genista versicolor,,SPECIES,"Genista versicolor Boiss. ex Steud., 1840",Genista versicolor Boiss. ex Steud.,Boiss. ex Steud.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,7357319,7357319,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-008211-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.565Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364509,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum cinereum,,SPECIES,Helianthemum cinereum (Cav.) Pers.,Helianthemum cinereum Pers.,Pers.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,7331381,7331381,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-007089-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.133Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364508,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rotundifolia,ballota,SUBSPECIES,Quercus ilex subsp. ballota (Desf.) Bonafé,Quercus ilex L. subsp. ballota,,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,2881553,2881550,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-006130-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.240Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364507,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus mastichina,,SPECIES,"Thymus mastichina Sm., 1809",Thymus mastichina Sibth. & Sm.,Sibth. & Sm.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,7905886,7905886,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-009635-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.580Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364506,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sylvestris,,SPECIES,"Pinus sylvestris Lour., 1790",Pinus sylvestris Lour.,Lour.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,9079676,9079676,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-005717-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.605Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364505,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus baeticus,,SPECIES,Thymus baeticus Boiss. ex Lacaita,Thymus baeticus Boiss. ex Lacaita,Boiss. ex Lacaita,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,8363061,8363061,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-009619-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.797Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364504,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,Koeleria vallesiana,,SPECIES,Koeleria vallesiana Asch. & Graebn.,Koeleria vallesiana Asch. & Graebn.,Asch. & Graebn.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,7813762,7813762,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-012007-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.498Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364503,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,Phlomis crinita,,SPECIES,Phlomis crinita Cav.,Phlomis crinita Cav.,Cav.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,7307299,7307299,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-009502-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.894Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364502,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carlina,Carlina corymbosa,,SPECIES,Carlina corymbosa L.,Carlina corymbosa L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,3105391,3105391,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-011285-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.194Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364501,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,Eryngium campestre,,SPECIES,Eryngium campestre L.,Eryngium campestre L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,3034426,3034426,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-008914-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.356Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364500,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,Helichrysum serotinum,serotinum,VARIETY,Helichrysum italicum var. serotinum (Boiss.) O.Bolòs & Vigo,Helichrysum italicum (Roth) G.Don var. serotinum (Boiss.) O.Bolòs & Vigo,(Boiss.) O.Bolòs & Vigo,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,4246571,6064877,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-010558-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.910Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364499,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus ramburii,,SPECIES,Prunus ramburii Boiss.,Prunus ramburei Boiss.,Boiss.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.136218,-3.116126,1,,1945,0,,,,,,,3020780,3020780,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-99-077370-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:21.048Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_FUZZY
857364498,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Halimium,Halimium umbellatum,viscosum,SUBSPECIES,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo,Halimium umbellatum Spach subsp. viscosum (Willk.) O.Bolòs & Vigo,(Willk.) O.Bolòs & Vigo,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,3595820,7331332,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-007061-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.445Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364497,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus rotundifolia,ballota,SUBSPECIES,Quercus ilex subsp. ballota (Desf.) Bonafé,Quercus ilex L. subsp. ballota,,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,2881553,2881550,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-006130-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.693Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364496,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus sylvestris,,SPECIES,"Pinus sylvestris Lour., 1790",Pinus sylvestris Lour.,Lour.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,9079676,9079676,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-005717-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.669Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364495,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum cinereum,,SPECIES,Helianthemum cinereum (Cav.) Pers.,Helianthemum cinereum Pers.,Pers.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,7331381,7331381,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-007089-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.866Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364494,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erinacea,Erinacea anthyllis,,SPECIES,Erinacea anthyllis Link,Erinacea anthyllis Link,Link,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,2977757,2977757,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-008286-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.466Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364493,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis hispanica,,SPECIES,Berberis hispanica Boiss. & Reut.,Berberis hispanica Boiss. & Reut.,Boiss. & Reut.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.131812,-3.082277,1,,1778,0,,,,,,,8428417,8428417,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-94-005966-20040923,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.992Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364492,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella tricholepia,tricholepium,SUBSPECIES,Hieracium pilosella subsp. tricholepium Nägeli & Peter,Hieracium pilosella subsp. tricholepium Nägeli & Peter,Nägeli & Peter,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118207,-3.071174,1,,1730,0,,,,,,,4251778,3122946,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-89-010873-20040924,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.723Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364491,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinaster,,SPECIES,"Pinus pinaster Besser, 1809",Pinus pinaster Besser,Besser,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.140776,-3.110537,1,,1813,0,,,,,,,7862383,7862383,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-98-005712-20040927,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.289Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364490,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca hystrix,,SPECIES,Festuca hystrix Boiss.,Festuca hystrix Boiss.,Boiss.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118223,-3.087991,1,,1755,0,,,,,,,4122688,4122688,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-91-011771-20040904,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.343Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364489,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,Koeleria vallesiana,,SPECIES,Koeleria vallesiana Asch. & Graebn.,Koeleria vallesiana Asch. & Graebn.,Asch. & Graebn.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.131762,-3.110524,1,,1797,0,,,,,,,7813762,7813762,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-96-012007-20041004,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:21.014Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364488,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus pinaster,,SPECIES,"Pinus pinaster Besser, 1809",Pinus pinaster Besser,Besser,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.131812,-3.082277,1,,1778,0,,,,,,,7862383,7862383,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-94-005712-20040923,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.590Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364487,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rubia,Rubia peregrina,,SPECIES,Rubia peregrina L.,Rubia peregrina L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118207,-3.071174,1,,1730,0,,,,,,,2892347,2892347,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-89-010315-20040924,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.431Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364486,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carlina,Carlina corymbosa,,SPECIES,Carlina corymbosa L.,Carlina corymbosa L.,L.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.131762,-3.110524,1,,1797,0,,,,,,,3105391,3105391,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-96-011285-20041004,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.084Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364485,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa pulverulenta,,SPECIES,Rosa sicula Tratt.,Rosa sicula Tratt.,Tratt.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118213,-3.110493,1,,2047,0,,,,,,,8185944,3003781,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-97-079370-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.841Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364484,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus mastichina,,SPECIES,"Thymus mastichina Sm., 1809",Thymus mastichina Sibth. & Sm.,Sibth. & Sm.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118223,-3.087991,1,,1755,0,,,,,,,7905886,7905886,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-91-009635-20040904,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.087Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364483,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus monogyna,brevispina,SUBSPECIES,Crataegus monogyna subsp. brevispina (Kunze) Franco,Crataegus monogyna subsp. brevispina (Kunze) Franco,(Kunze) Franco,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.127287,-3.082351,1,,1806,0,,,,,,,8148659,9220780,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-93-077220-20040923,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.022Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364482,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus mastichina,,SPECIES,"Thymus mastichina Sm., 1809",Thymus mastichina Sibth. & Sm.,Sibth. & Sm.,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118207,-3.071174,1,,1730,0,,,,,,,7905886,7905886,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-89-009635-20040924,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:19.586Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364481,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ptilostemon,Ptilostemon hispanicus,,SPECIES,Ptilostemon hispanicus (Lam.) Greuter,Ptilostemon hispanicus (Lam.) Greuter,(Lam.) Greuter,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.131762,-3.110524,1,,1797,0,,,,,,,3096840,3096840,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-96-011069-20041004,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.690Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
857364480,db6cd9d7-7be5-4cd0-8b3c-fb6dd7446472,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella tricholepia,tricholepium,SUBSPECIES,Hieracium pilosella subsp. tricholepium Nägeli & Peter,Hieracium pilosella subsp. tricholepium Nägeli & Peter,Nägeli & Peter,ES,,Gr,PRESENT,,4b4b2111-ee51-45f5-bf5e-f535f4a1c9dc,37.118213,-3.110493,1,,2047,0,,,,,,,4251778,3122946,HUMAN_OBSERVATION,OBSNEV,SINFONEVADA,SINFON-97-010873-20040930,,,,CC_BY_NC_4_0,,,,,2022-05-25T18:17:20.669Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID
